frame,time_sec,LShoulder_Xcam,LShoulder_Ycam,LShoulder_Zcam,LHip_Xcam,LHip_Ycam,LHip_Zcam,LKnee_Xcam,LKnee_Ycam,LKnee_Zcam,LAnkle_Xcam,LAnkle_Ycam,LAnkle_Zcam,LHeel_Xcam,LHeel_Ycam,LHeel_Zcam,LBigToe_Xcam,LBigToe_Ycam,LBigToe_Zcam,RShoulder_Xcam,RShoulder_Ycam,RShoulder_Zcam,RHip_Xcam,RHip_Ycam,RHip_Zcam,RKnee_Xcam,RKnee_Ycam,RKnee_Zcam,RAnkle_Xcam,RAnkle_Ycam,RAnkle_Zcam,RHeel_Xcam,RHeel_Ycam,RHeel_Zcam,RBigToe_Xcam,RBigToe_Ycam,RBigToe_Zcam
10,0.3333333333333333,-0.13715264201164246,-0.2094687968492508,0.9360000491142273,-0.1345999389886856,-0.0013834203127771616,0.784000039100647,-0.24468334019184113,-0.3093912601470947,0.8950000405311584,-0.19844835996627808,-0.2931438982486725,0.8480000495910645,-0.20619860291481018,-0.30888286232948303,0.8610000610351562,-0.21850821375846863,-0.3009034991264343,0.8650000691413879,-0.32002076506614685,-0.21660281717777252,0.9920000433921814,-0.26909032464027405,0.0003742480184882879,0.9080000519752502,-0.23200856149196625,-0.28923270106315613,0.8840000629425049,-0.2061484009027481,-0.29487234354019165,0.8530000448226929,-0.20384079217910767,-0.30816537141799927,0.859000027179718,-0.19279205799102783,-0.29916414618492126,0.8600000143051147
11,0.36666666666666664,-0.1349610686302185,-0.2092450112104416,0.9350000619888306,-0.13740311563014984,-0.0005740934866480529,0.8490000367164612,-0.24577689170837402,-0.3097955882549286,0.8990000486373901,-0.19659359753131866,-0.29222097992897034,0.8480000495910645,-0.20265430212020874,-0.30358320474624634,0.8540000319480896,-0.21130691468715668,-0.294633150100708,0.8550000190734863,-0.3174399435520172,-0.21806888282299042,0.984000027179718,-0.270275741815567,-0.0006166941020637751,0.9120000600814819,-0.23350240290164948,-0.28988707065582275,0.8860000371932983,-0.20780955255031586,-0.2865929901599884,0.8560000658035278,-0.19775275886058807,-0.3032277524471283,0.8530000448226929,-0.2259521633386612,-0.3206194341182709,0.8830000162124634
12,0.4,-0.13553844392299652,-0.2101401835680008,0.9390000700950623,-0.1377267986536026,-0.0005754458834417164,0.8510000109672546,-0.24577689170837402,-0.3097955882549286,0.8990000486373901,-0.19636176526546478,-0.2918763756752014,0.8470000624656677,-0.20265430212020874,-0.30358320474624634,0.8540000319480896,-0.21130691468715668,-0.294633150100708,0.8550000190734863,-0.3184077739715576,-0.21873372793197632,0.987000048160553,-0.27146115899086,-0.0006193988956511021,0.9160000681877136,-0.2329753041267395,-0.28923270106315613,0.8840000629425049,-0.2068384736776352,-0.28525376319885254,0.8520000576972961,-0.19775275886058807,-0.3032277524471283,0.8530000448226929,-0.22467270493507385,-0.31880393624305725,0.878000020980835
13,0.43333333333333335,-0.13553844392299652,-0.2101401835680008,0.9390000700950623,-0.1377267986536026,-0.0005754458834417164,0.8510000109672546,-0.2465970665216446,-0.31082937121391296,0.9020000696182251,-0.19659359753131866,-0.29222097992897034,0.8480000495910645,-0.20360350608825684,-0.30500516295433044,0.8580000400543213,-0.21081262826919556,-0.29394397139549255,0.8530000448226929,-0.3174399435520172,-0.21806888282299042,0.984000027179718,-0.27146115899086,-0.0006193988956511021,0.9160000681877136,-0.23244820535182953,-0.2885783314704895,0.8820000290870667,-0.20635293424129486,-0.2845841646194458,0.8500000238418579,-0.19798459112644196,-0.30358320474624634,0.8540000319480896,-0.2249286025762558,-0.31916704773902893,0.8790000677108765
14,0.4666666666666667,-0.13553844392299652,-0.2101401835680008,0.9390000700950623,-0.13792425394058228,0.0003488997172098607,0.846500039100647,-0.23801016807556152,-0.3083541989326477,0.8920000195503235,-0.1984526813030243,-0.28525376319885254,0.8520000576972961,-0.20008106529712677,-0.30066436529159546,0.8510000109672546,-0.21224194765090942,-0.2927720546722412,0.8550000190734863,-0.3163638412952423,-0.21806888282299042,0.984000027179718,-0.27395015954971313,0.00037960620829835534,0.921000063419342,-0.17854686081409454,-0.3225274085998535,0.9330000281333923,-0.2003161907196045,-0.28525376319885254,0.8520000576972961,-0.17656242847442627,-0.3032487630844116,0.8970000147819519,-0.18903003633022308,-0.2944841682910919,0.8600000143051147
15,0.5,-0.13524974882602692,-0.20969258248806,0.937000036239624,-0.1362949013710022,0.00034477803274057806,0.8365000486373901,-0.23587556183338165,-0.3055886924266815,0.8840000629425049,-0.19821974635124207,-0.28491896390914917,0.8510000109672546,-0.19914063811302185,-0.29925113916397095,0.8470000624656677,-0.21224194765090942,-0.2927720546722412,0.8550000190734863,-0.3186144232749939,-0.21962018311023712,0.9910000562667847,-0.27305781841278076,0.0003783696738537401,0.9180000424385071,-0.17835550010204315,-0.32218173146247864,0.9320000410079956,-0.19984595477581024,-0.2845841646194458,0.8500000238418579,-0.17636558413505554,-0.302910715341568,0.8960000276565552,-0.18881024420261383,-0.2941417396068573,0.859000027179718
16,0.5333333333333333,-0.1345280408859253,-0.2085736244916916,0.9320000410079956,-0.1360505074262619,0.00034415978007018566,0.8350000381469727,-0.23560872673988342,-0.30524298548698425,0.8830000162124634,-0.19775390625,-0.28424936532974243,0.8490000367164612,-0.19937574863433838,-0.2996044456958771,0.8480000495910645,-0.21199370920658112,-0.2924296259880066,0.8540000319480896,-0.31668537855148315,-0.2182905077934265,0.9850000739097595,-0.27305781841278076,0.0003783696738537401,0.9180000424385071,-0.17835550010204315,-0.32218173146247864,0.9320000410079956,-0.1996108591556549,-0.28424936532974243,0.8490000367164612,-0.176168754696846,-0.302572637796402,0.8950000405311584,-0.18881024420261383,-0.2941417396068573,0.859000027179718
17,0.5666666666666667,-0.13365204632282257,-0.208797425031662,0.9330000281333923,-0.1378619372844696,-0.004038823302835226,0.8030000329017639,-0.23411160707473755,-0.3055104613304138,0.8810000419616699,-0.19659359753131866,-0.2848374843597412,0.8480000495910645,-0.19984595477581024,-0.30308640003204346,0.8500000238418579,-0.211745485663414,-0.29301559925079346,0.8530000448226929,-0.31764987111091614,-0.21895533800125122,0.9880000352859497,-0.2726116478443146,0.0023727284278720617,0.9165000915527344,-0.17841242253780365,-0.3214622139930725,0.9270000457763672,-0.20586740970611572,-0.2848374843597412,0.8480000495910645,-0.19659359753131866,-0.3005273938179016,0.8480000495910645,-0.1880895346403122,-0.29542016983032227,0.8600000143051147
18,0.6,-0.13264930248260498,-0.20723088085651398,0.9260000586509705,-0.13734687864780426,-0.004023734014481306,0.800000011920929,-0.2317200005054474,-0.3023894727230072,0.8720000386238098,-0.1972890943288803,-0.28584516048431396,0.8510000109672546,-0.1986704021692276,-0.30130353569984436,0.8450000286102295,-0.21199370920658112,-0.29335910081863403,0.8540000319480896,-0.3173283636569977,-0.21873372793197632,0.987000048160553,-0.2685960829257965,0.0023377782199531794,0.9030000567436218,-0.1786048859357834,-0.32180899381637573,0.9280000329017639,-0.2061101645231247,-0.2851733863353729,0.8490000367164612,-0.19566626846790314,-0.2991097867488861,0.8440000414848328,-0.1878708302974701,-0.2950766682624817,0.859000027179718
19,0.6333333333333333,-0.13236279785633087,-0.20678329467773438,0.9240000247955322,-0.13631677627563477,-0.003993556369096041,0.7940000295639038,-0.23251719772815704,-0.30342981219291687,0.8750000596046448,-0.19705726206302643,-0.28550925850868225,0.8500000238418579,-0.19843529164791107,-0.3009469509124756,0.8440000414848328,-0.21124900877475739,-0.2923285663127899,0.8510000109672546,-0.31764987111091614,-0.21895533800125122,0.9880000352859497,-0.26740628480911255,0.002327422611415386,0.8990000486373901,-0.17937473952770233,-0.32319608330726624,0.9320000410079956,-0.20586740970611572,-0.2848374843597412,0.8480000495910645,-0.19566626846790314,-0.2991097867488861,0.8440000414848328,-0.1887456625699997,-0.2964507043361664,0.8630000352859497
20,0.6666666666666666,-0.13234739005565643,-0.21138964593410492,0.9310000538825989,-0.13596698641777039,-0.0064865099266171455,0.7820000648498535,-0.23198573291301727,-0.3036864101886749,0.8730000257492065,-0.19774629175662994,-0.28566914796829224,0.8450000286102295,-0.20075589418411255,-0.30350160598754883,0.8460000157356262,-0.21411201357841492,-0.2974248230457306,0.8550000190734863,-0.31764987111091614,-0.21895533800125122,0.9880000352859497,-0.26219210028648376,-0.0025334053207188845,0.8880000710487366,-0.23192112147808075,-0.28313514590263367,0.8800000548362732,-0.20562463998794556,-0.28634530305862427,0.8470000624656677,-0.1771475374698639,-0.3045208156108856,0.8950000405311584,-0.18997053802013397,-0.29916414618492126,0.8600000143051147
21,0.7,-0.13135230541229248,-0.20980024337768555,0.9240000247955322,-0.13527150452136993,-0.0064533306285738945,0.7780000567436218,-0.23039132356643677,-0.3015992045402527,0.8670000433921814,-0.19751228392124176,-0.2853310704231262,0.8440000414848328,-0.20051859319210052,-0.30314287543296814,0.8450000286102295,-0.21411201357841492,-0.2974248230457306,0.8550000190734863,-0.31668537855148315,-0.2182905077934265,0.9850000739097595,-0.2601252794265747,-0.002513434737920761,0.8810000419616699,-0.230866938829422,-0.28184816241264343,0.8760000467300415,-0.2046535611152649,-0.2849930226802826,0.843000054359436,-0.1781371831893921,-0.3062220513820648,0.9000000357627869,-0.19041234254837036,-0.299859881401062,0.862000048160553
22,0.7333333333333333,-0.13135230541229248,-0.20980024337768555,0.9240000247955322,-0.1349237561225891,-0.006436740979552269,0.7760000228881836,-0.23118853569030762,-0.302642822265625,0.8700000643730164,-0.19727826118469238,-0.2849930226802826,0.843000054359436,-0.2002813071012497,-0.30278411507606506,0.8440000414848328,-0.21411201357841492,-0.2974248230457306,0.8550000190734863,-0.3173283636569977,-0.21873372793197632,0.987000048160553,-0.2601252794265747,-0.002513434737920761,0.8810000419616699,-0.23033982515335083,-0.2812046706676483,0.8740000128746033,-0.2046535611152649,-0.2849930226802826,0.843000054359436,-0.17853304743766785,-0.30690255761146545,0.9020000696182251,-0.19019144773483276,-0.29951202869415283,0.8610000610351562
23,0.7666666666666667,-0.13005968928337097,-0.20934614539146423,0.9220000505447388,-0.13613080978393555,-0.005750708747655153,0.7980000376701355,-0.24401521682739258,-0.31021982431411743,0.8890000581741333,-0.19634218513965607,-0.292772114276886,0.8390000462532043,-0.203085258603096,-0.30791085958480835,0.8480000495910645,-0.21436245739459991,-0.2987043559551239,0.8560000658035278,-0.3184077739715576,-0.21873372793197632,0.987000048160553,-0.25864896178245544,-0.0015457604313269258,0.8760000467300415,-0.22981274127960205,-0.28625553846359253,0.8720000386238098,-0.20489633083343506,-0.28624966740608215,0.8440000414848328,-0.22185790538787842,-0.2732907831668854,0.8670000433921814,-0.19185155630111694,-0.3001001477241516,0.8600000143051147
24,0.8,-0.12921330332756042,-0.2079838067293167,0.9160000681877136,-0.13510727882385254,-0.005707470700144768,0.7920000553131104,-0.24319176375865936,-0.30917295813560486,0.8860000371932983,-0.19610817730426788,-0.29242318868637085,0.8380000591278076,-0.20212730765342712,-0.306458443403244,0.8440000414848328,-0.2131103277206421,-0.2969595491886139,0.8510000109672546,-0.3174399435520172,-0.21806888282299042,0.984000027179718,-0.2559916079044342,-0.0015298794023692608,0.8670000433921814,-0.2284950166940689,-0.2846141457557678,0.8670000433921814,-0.2039252519607544,-0.2848930060863495,0.8400000333786011,-0.22109022736549377,-0.2723451256752014,0.8640000224113464,-0.19229772686958313,-0.30079805850982666,0.862000048160553
25,0.8333333333333334,-0.1289311796426773,-0.207529678940773,0.9140000343322754,-0.13459549844264984,-0.005685851443558931,0.7890000343322754,-0.24346624314785004,-0.30952188372612,0.8870000243186951,-0.19751228392124176,-0.2945168912410736,0.8440000414848328,-0.20260627567768097,-0.307184636592865,0.8460000157356262,-0.2136111855506897,-0.29765748977661133,0.8530000448226929,-0.3177625834941864,-0.2182905077934265,0.9850000739097595,-0.2556963562965393,-0.0015281147789210081,0.8660000562667847,-0.22823145985603333,-0.28428587317466736,0.8660000562667847,-0.2039252519607544,-0.2848930060863495,0.8400000333786011,-0.22160200774669647,-0.2729755640029907,0.8660000562667847,-0.19252081215381622,-0.3011470139026642,0.8630000352859497
26,0.8666666666666667,-0.1297885775566101,-0.20730262994766235,0.9130000472068787,-0.13505902886390686,-0.005779534578323364,0.8020000457763672,-0.24058249592781067,-0.3080369830131531,0.8800000548362732,-0.19728806614875793,-0.28726714849472046,0.8470000624656677,-0.20655092597007751,-0.3057040870189667,0.8470000624656677,-0.2171708345413208,-0.29963597655296326,0.8560000658035278,-0.3173283636569977,-0.2198079377412796,0.987000048160553,-0.2547492980957031,-0.0015281147789210081,0.8660000562667847,-0.22288815677165985,-0.2851242125034332,0.8600000143051147,-0.20232856273651123,-0.28523218631744385,0.8410000205039978,-0.2186930626630783,-0.2717147171497345,0.862000048160553,-0.22651657462120056,-0.31925398111343384,0.8740000128746033
27,0.9,-0.1297885775566101,-0.20730262994766235,0.9130000472068787,-0.13270139694213867,-0.005678644869476557,0.7880000472068787,-0.24140265583992004,-0.3090870976448059,0.8830000162124634,-0.19658927619457245,-0.28624966740608215,0.8440000414848328,-0.2060631960630417,-0.3049822151660919,0.8450000286102295,-0.2156486064195633,-0.2975357174873352,0.8500000238418579,-0.3157208263874054,-0.21869443356990814,0.9820000529289246,-0.2526901066303253,-0.0015157627640292048,0.859000027179718,-0.22236981987953186,-0.2844611406326294,0.8580000400543213,-0.2016068398952484,-0.28421470522880554,0.8380000591278076,-0.21843935549259186,-0.27139949798583984,0.8610000610351562,-0.22599823772907257,-0.31852343678474426,0.8720000386238098
28,0.9333333333333333,-0.12907780706882477,-0.20616735517978668,0.9080000519752502,-0.1320277750492096,-0.005649819038808346,0.784000039100647,-0.24167606234550476,-0.3094371557235718,0.8840000629425049,-0.19658927619457245,-0.28624966740608215,0.8440000414848328,-0.20557548105716705,-0.30426037311553955,0.843000054359436,-0.2156486064195633,-0.2975357174873352,0.8500000238418579,-0.3163638412952423,-0.21913982927799225,0.984000027179718,-0.2518076002597809,-0.0015104691265150905,0.8560000658035278,-0.22236981987953186,-0.2844611406326294,0.8580000400543213,-0.20184741914272308,-0.2845538556575775,0.8390000462532043,-0.2181856483221054,-0.2710842788219452,0.8600000143051147,-0.2252207100391388,-0.3174275755882263,0.8690000176429749
29,0.9666666666666667,-0.12836693227291107,-0.206621453166008,0.9100000262260437,-0.13118577003479004,-0.0056137870997190475,0.7790000438690186,-0.23989242315292358,-0.30838704109191895,0.8810000419616699,-0.1947389394044876,-0.29403531551361084,0.8400000333786011,-0.2016068398952484,-0.3042798340320587,0.8380000591278076,-0.2156486064195633,-0.2993859350681305,0.8500000238418579,-0.315826952457428,-0.2180263102054596,0.9790000319480896,-0.2551616430282593,-0.0015192920109257102,0.8610000610351562,-0.22185148298740387,-0.28379806876182556,0.8560000658035278,-0.20222587883472443,-0.2915850281715393,0.8330000638961792,-0.17944420874118805,-0.3027642071247101,0.8870000243186951,-0.2244432121515274,-0.31633177399635315,0.8660000562667847
30,1.0,-0.12836693227291107,-0.206621453166008,0.9100000262260437,-0.1291649341583252,-0.005527310073375702,0.7670000195503235,-0.23934783041477203,-0.3076869547367096,0.8790000677108765,-0.19311612844467163,-0.2915850281715393,0.8330000638961792,-0.20112566649913788,-0.30355364084243774,0.8360000252723694,-0.21539489924907684,-0.2990337312221527,0.8490000367164612,-0.3155043423175812,-0.21780361235141754,0.9780000448226929,-0.2545689344406128,-0.0015157627640292048,0.859000027179718,-0.22159230709075928,-0.28346651792526245,0.8550000190734863,-0.2017403393983841,-0.29088491201400757,0.831000030040741,-0.17843268811702728,-0.3010575473308563,0.8820000290870667,-0.2244432121515274,-0.31633177399635315,0.8660000562667847
31,1.0333333333333334,-0.12808480858802795,-0.20616735517978668,0.9080000519752502,-0.12899652123451233,-0.005520103964954615,0.7660000324249268,-0.23907552659511566,-0.3073368966579437,0.878000020980835,-0.19288428127765656,-0.29123497009277344,0.8320000171661377,-0.2008850872516632,-0.30319052934646606,0.8350000381469727,-0.2141263782978058,-0.29727262258529663,0.8440000414848328,-0.31453654170036316,-0.2171355038881302,0.9750000238418579,-0.2551616430282593,-0.0015192920109257102,0.8610000610351562,-0.22159230709075928,-0.28346651792526245,0.8550000190734863,-0.20125481486320496,-0.2901848554611206,0.8290000557899475,-0.17782579362392426,-0.3000335693359375,0.8790000677108765,-0.22366568446159363,-0.3152359127998352,0.8630000352859497
32,1.0666666666666667,-0.1279316246509552,-0.2085244506597519,0.9140000343322754,-0.12866075336933136,-0.004704769235104322,0.7690000534057617,-0.23730173707008362,-0.3062867820262909,0.8750000596046448,-0.19243589043617249,-0.2919350564479828,0.8340000510215759,-0.19997192919254303,-0.30409932136535645,0.8350000381469727,-0.21060609817504883,-0.2971312999725342,0.8410000205039978,-0.31421393156051636,-0.21691280603408813,0.9740000367164612,-0.2505784034729004,-0.0033698121551424265,0.8550000190734863,-0.23675933480262756,-0.2894342243671417,0.8730000257492065,-0.20010653138160706,-0.28983479738235474,0.8280000686645508,-0.19676002860069275,-0.30337095260620117,0.8330000638961792,-0.1893976479768753,-0.2999577522277832,0.8490000367164612
33,1.1,-0.12695184350013733,-0.20692744851112366,0.9070000648498535,-0.12782420217990875,-0.004674179013818502,0.7640000581741333,-0.23594573140144348,-0.3045365810394287,0.8700000643730164,-0.19151292741298676,-0.2905348837375641,0.8300000429153442,-0.19877448678016663,-0.3022783696651459,0.8300000429153442,-0.2096043974161148,-0.29571807384490967,0.8370000123977661,-0.31356874108314514,-0.21646739542484283,0.9720000624656677,-0.252043753862381,-0.0033895187079906464,0.8600000143051147,-0.2370305210351944,-0.28976577520370483,0.8740000128746033,-0.19913983345031738,-0.2884346544742584,0.8240000605583191,-0.19581520557403564,-0.30191418528556824,0.8290000557899475,-0.18828222155570984,-0.29819121956825256,0.8440000414848328
34,1.1333333333333333,-0.12709181010723114,-0.20715558528900146,0.9080000519752502,-0.1281588226556778,-0.004686414729803801,0.7660000324249268,-0.23838655650615692,-0.3076869547367096,0.8790000677108765,-0.19151292741298676,-0.2905348837375641,0.8300000429153442,-0.19925345480442047,-0.30300673842430115,0.8320000171661377,-0.21010525524616241,-0.2964246869087219,0.8390000462532043,-0.3132461607456207,-0.21624469757080078,0.971000075340271,-0.2514576315879822,-0.0033816362265497446,0.8580000400543213,-0.23730173707008362,-0.29009732604026794,0.8750000596046448,-0.1993815004825592,-0.2887846827507019,0.8250000476837158,-0.19605140388011932,-0.3022783696651459,0.8300000429153442,-0.18872839212417603,-0.2988978326320648,0.8460000157356262
35,1.1666666666666667,-0.12679319083690643,-0.20829631388187408,0.9130000472068787,-0.13011610507965088,-0.005678644869476557,0.7880000472068787,-0.2349942922592163,-0.3064303398132324,0.8700000643730164,-0.19060523808002472,-0.2905348837375641,0.8300000429153442,-0.1964845061302185,-0.30064883828163147,0.8280000686645508,-0.21102279424667358,-0.29551154375076294,0.8390000462532043,-0.3111223578453064,-0.21624469757080078,0.971000075340271,-0.2518076002597809,-0.0015104691265150905,0.8560000658035278,-0.23553450405597687,-0.289102703332901,0.8720000386238098,-0.19823870062828064,-0.2884346544742584,0.8240000605583191,-0.19467349350452423,-0.30064883828163147,0.8280000686645508,-0.18713723123073578,-0.29692041873931885,0.843000054359436
36,1.2,-0.12665431201457977,-0.20806816220283508,0.9120000600814819,-0.12780439853668213,-0.005577755160629749,0.7740000486373901,-0.23553450405597687,-0.307134747505188,0.8720000386238098,-0.1894570142030716,-0.2887846827507019,0.8250000476837158,-0.1952979862689972,-0.29883328080177307,0.8230000138282776,-0.21102279424667358,-0.29551154375076294,0.8390000462532043,-0.31016111373901367,-0.21557658910751343,0.968000054359436,-0.2512192726135254,-0.001506939996033907,0.8540000319480896,-0.23607471585273743,-0.28976577520370483,0.8740000128746033,-0.1977575272321701,-0.2877345383167267,0.8220000267028809,-0.1934979110956192,-0.29883328080177307,0.8230000138282776,-0.18536131083965302,-0.29410266876220703,0.8350000381469727
